title	abstract	publication_year	authors	source	publication_month	publication_day
Melenchon 212	Former, qualifier et recruter en nombre suffisant le personnel nécessaire, soit au moins 100 000 personnes	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 213	Refondre les grillles de rémunération et de qualifications pour valoriser les métiers de la prise en charge de la perte d'autonomie	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 214	Verser une allocation familiale dès le premier enfant	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 215	Créer un service public de la petite enfance et ouvrir 500 000 places en crèche et modes de garde adaptés dans les cinq ans	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 216	Renforcer les moyens de l'aide sociale à l'enfance et de la protection judiciaire de la jeunesse	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 217	Adopter une loi d'orientation pour l'école. - Abroger la réforme du collège du gouvernement Valls - Garantir le cadre national des programmes et des diplômes - Étendre la scolarité obligatoire de 3 à 18 ans, en adaptant les pédagogies et les parcours scolaires 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 218	Assurer l'égalité devant l'école. - Instaurer une nouvelle carte scolaire établissant la mixité sociale - Mettre en œuvre un plan de lutte contre les inégalités à l'école maternelle et primaire, notamment avec un droit à la scolarisation dès 2 ans, la baisse du nombre d'élèves par classe en primaire, la présence de davantage d'instituteurs que de classes dans les écoles, le développement des Réseaux d'aide aux élèves en difficulté	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 219	Assurer la gratuité réelle de l'éducation publique, y compris les cantines, le transport et les activités périscolaires, fournir gratuitement aux élèves les manuels scolaires, ainsi que des fournitures sans marque, pour assurer une réelle égalité des conditions entre élèves et lutter contre l'intrusion marchande à l'école	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 220	Recruter au moins 60 000 enseignants supplémentaires sur le quinquennat et mettre en place un dispositif de prérecrutement pour favoriser l'accès au métier d'enseignant pour les jeunes issus de milieux populaires	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 221	Revaloriser le salaire des enseignants, en particulier ceux du primaire	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 222	Réserver l'argent public au financement de l'école publique (abrogation de la loi Carle notamment)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 223	Appuyer l'enseignement professionnel public, arrêter les fermetures de classes et de lycées professionnels et augmenter le nombre d'établissements	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 224	Rétablir le bac professionnel en quatre ans	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 225	Développer les cursus courts dans l'enseignement supérieur et encourager la poursuite d'études après un bac professionnel ou technologique (BTS, DUT, licences professionnelles…)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 226	Refonder l'organisation de la formation professionnelle des adultes et la formation continue, et l'inclure dans le service public de l'enseignement professionnel. Elle doit d'abord profiter aux travailleurs pas ou peu qualifiés et aux chômeurs	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 227	Réorganiser les grands instituts publics de recherche (CNRS, Inserm, Inra, etc.), garants des recherches d'intérêt général et supprimer l'ANR	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 228	Redonner à l'enseignement supérieur et à la recherche les moyens nécessaires au développement du savoir et de la qualification professionnelle	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 229	Créer, dans chaque université, une université populaire, ouverte à tous et chargée d'organiser le lien entre les chercheurs et la population, dans un esprit de diffusion des savoirs et de réflexion citoyenne sur leur usage	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 230	Refonder le financement de l'enseignement supérieur et de la recherche pour favoriser les financements pérennes plutôt que des appels à projets erratiques, augmenter le budget des universités et assurer une rémunération unifiée	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 231	Abroger les lois LRU et Fioraso pour : -  Reconstruire une offre cohérente de formations d'enseignement supérieur sur tout le territoire, y compris dans les villes moyennes, et pilotées nationalement. Les ComUE, regroupements forcés, seront dissoutes - Arrêter le féodalisme des présidents d'universités pour une direction démocratique et collégiale des universités, pour des procédures transparentes d'attributions des postes d'enseignants-chercheurs, pour mettre un terme à la concurrence entre universités, dont la concurrence malsaine pour les  financements, ainsi qu'à l'évaluation permanente, chronophage et bureaucratique, au profit d'une évaluation scientifique	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 232	Mettre fin à la précarité des doctorants et jeunes chercheurs par la titularisation des personnes effectuant des missions pérennes	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 233	Permettre aux universités publiques d'accéder gratuitement aux articles de leurs chercheurs sans enrichir les revues et bases de données privées	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 234	Créer une nouvelle section économie et société du Conseil national des universités, pour assurer le pluralisme dans l'enseignement et la recherche économique et sociale	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 235	Remettre en cause la dualité entre grandes écoles et universités en les intégrant et en égalisant les moyens octroyés	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 236	Éradiquer l'illettrisme pour les jeunes sortis du système scolaire et les adultes à l'horizon 2022	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 237	Développer les structures d'alphabétisation et les cours de langue française pour les personnes non francophones	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 238	Défendre l'exception et la diversité culturelles dans toutes les négociations internationales	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 239	Porter le budget consacré à l'art, à la culture et à la création à 1 % du PIB chaque année pour : - Pérenniser le régime des intermittents du spectacle sur la base de l'accord du 28 avril 2016 et l'étendre aux professions artistiques précaires - Soutenir la création, le spectacle vivant, et l'appropriation par tous des œuvres et pratiques culturelles, et ce par le renouveau de l'éducation artistique à l'école et dans les conservatoires, de l'éducation populaire et de la culture en entreprise	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 240	Supprimer la Hadopi, qui n'a pas fonctionné, et mettre en place un nouveau cadre du partage numérique de la culture par : - L'instauration d'une cotisation universelle sur les abonnements internet, finançant la création et ouvrant droit en contrepartie au téléchargement non marchand -La création d'un service public nouveau de l'internet et d'une médiathèque publique en ligne, avec une plate-forme publique d'offre légale en ligne de musique, films et contenus culturels	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 241	Réaffirmer le rôle des professeurs d'EPS dans la transmission d'une éducation physique obligatoire pour toutes et tous	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 242	Interdire la cotation en Bourse des clubs sportifs, s'opposer au naming et à l'appropriation commerciale des équipements et compétitions	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 243	Interdire à tout sportif qui n'est pas fiscalement domicilié en France de participer à l'équipe nationale dans le cadre des dispositions d'imposition des Français à l'étranger, refuser toute forme de défiscalisation et de réduction de cotisations sociales sur les revenus des sportifs professionnels	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 244	Garantir l'égalité entre le sport féminin et masculin, y compris en matière de diffusion à la télévision	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 245	Renforcer les liens de solidarité entre le sport pour tous et le sport de haut niveau, entre les secteurs amateur et professionnel, augmenter la taxation sur les retransmissions sportives à la télévision (taxe Buffet), pour financer le sport amateur, démocratiser la gestion des fédérations sportives et assurer la souveraineté des licenciés sur leur fédération	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 246	Interdire la publicité commerciale dans les institutions publiques (écoles, hôpitaux…)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 247	Revenir sur les partenariats privés dans l'Éducation nationale (Microsoft, Teach for France…)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 248	Interdire la publicité dans les programmes de télévision destinés aux enfants et la mise en scène d'enfants dans les publicités	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 249	Faire reculer l'affichage publicitaire, en commençant par les abords des villes et des bourgs aujourd'hui défigurés, interdire les écrans publicitaires numériques dans les lieux publics, ouvrir des espaces d'affichage pour l'expression citoyenne et culturelle	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 250	Proposer de nouvelles coopérations spatiales ouvertes à tous - Créer une université internationale des métiers de l'espace - Proposer un programme international de dépollution de l'orbite géostationnaire et de prévention contre les astéroïdes géocroiseurs - Lancer le projet de renouvellement de la station spatiale internationale - Garantir le projet Luna27 de base lunaire russo-européenne -Féderer les différentes missions vers Mars et assurer la participation française à ces missions	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 251	Lancer des coopérations maritimes pour faire face au défi écologique - Lancer un programme international de dépollution des océans et de récupération des déchets flottants- Faire de la Méditerranée un espace de coopérations intenses - Proposer la construction de la première station sous-marine permanente sur le modèle de la station spatiale internationale - Créer une université internationale des métiers de la mer 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
